evaluator,deviation
gpt-4o-mini,0.08470588235294119
gpt-4.1-mini,0.0404411764705882
gpt-4o,0.04034748105527464
gpt-4.1,0.14808823529411752
haiku-3.5,0.018823529411764683
sonnet-3.7,-0.007147050530702415
sonnet-4.5,0.10434705882352946
opus-4.1,0.1882176470588236
gemini-2.0-flash-lite,0.0011764705882353343
gemini-2.0-flash,0.1082352941176471
ll-3.1-8b,-0.03661764705882359
ll-3.1-70b,-0.018676470588235294
ll-3.1-405b,0.04279411764705876
qwen-2.5-7b,0.0016176470588235015
qwen-2.5-72b,0.043970588235294095
qwen-3.0-80b,0.03867647058823531
deepseek-3.1,0.03676470588235292
kimi-k2,0.03279411764705875
